社員ID,名字,名前,名字フリガナ,名前フリガナ,生年月日（西暦）,入社年月,エンジニア歴,扱える言語,経歴,研修の受講歴,技術力,受講態度,コミュニケーション能力,リーダーシップ,備考,更新日
VLT1JPX,清水,舞,シミズ,マイ,1978年10月21日,2016年11月11日,358,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
J58FZDS,高橋,舞子,タカハシ,マイコ,1973年3月14日,2019年9月15日,220,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
JECJOU5,高橋,健一,タカハシ,ケンイチ,1979年1月28日,2021年2月22日,330,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
JT6OK9D,渡辺,優斗,ワタナベ,ユウト,1999年8月28日,2005年4月9日,349,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
7E1J02B,吉田,亮,ヨシダ,リョウ,1982年7月30日,2015年4月21日,441,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
JHYK5ZS,井上,亮太,イノウエ,リョウタ,1998年1月27日,2017年2月28日,349,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
DTFXEI8,田中,健太,タナカ,ケンタ,1980年9月6日,2019年12月28日,297,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
4KFBZDP,加藤,舞子,カトウ,マイコ,1992年12月27日,2018年3月4日,509,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
MO28IA7,田中,さやか,タナカ,サヤカ,1996年2月28日,2018年10月16日,90,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
IESM6E9,清水,翔太,シミズ,ショウタ,1996年1月27日,2019年5月30日,29,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
ESHLENC,木村,明美,キムラ,アケミ,1989年1月11日,2019年9月9日,430,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
BO04RZF,吉田,舞子,ヨシダ,マイコ,1992年6月12日,2016年5月11日,36,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
Z2NQK8C,佐藤,健,サトウ,タケシ,1973年3月16日,2007年12月18日,262,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
0Y724MV,清水,由美,シミズ,ユミ,1978年1月11日,2013年9月23日,325,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
XX5KQBE,井上,真理子,イノウエ,マリコ,1993年10月4日,2006年10月30日,401,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
GL9IZIA,小林,舞,コバヤシ,マイ,1982年11月23日,2017年8月22日,368,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
Q82AAE3,清水,健一,シミズ,ケンイチ,1999年10月26日,2018年11月22日,567,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
YK6JYSU,渡辺,一郎,ワタナベ,イチロウ,1974年1月11日,2019年9月27日,468,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
Q8PLZZK,伊斎,邦彦,イサイ,クニヒコ,1979年5月31日,2006年4月5日,344,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
T4OOMCM,中木,小町,ナカギ,コマチ,1992年5月22日,2022年2月4日,271,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
43O4X0Z,種村,奈緒美,タネムラ,ナオミ,1992年5月10日,2019年5月31日,71,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
XPMJ4A5,藤木,誠司,フジキ,セイジ,1997年1月5日,2019年11月30日,60,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
CDGK97J,木村,橙子,キムラ,トウコ,1987年9月21日,2007年12月19日,478,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
JFJLNF0,佐々木,佳代,ササキ,カヨ,1969年7月5日,1996年11月13日,117,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
7JT4VRN,藤井,太一,フジイ,タイチ,1973年12月26日,1997年9月26日,366,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
1CSNXUX,渡本,鈴,ワタモリ,スズ,1962年8月21日,2023年5月11日,530,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
5M5J9NY,伊藤,亜由,イトウ,アユ,1976年7月6日,2002年5月11日,429,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
6QBRM75,田村,弘,タムラ,ヒロシ,1998年1月9日,2023年12月24日,485,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
JRNCULJ,川中,田加,カワナカ,ユカ,1979年7月15日,2002年2月8日,216,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
1YA5OG7,岡石,海,オカイシ,カイ,1982年8月19日,2003年2月1日,264,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
4LWY36W,林,奈帆,ハヤシ,ナホ,1983年8月4日,2007年3月24日,536,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
H79WSBT,斎藤,哲也,サイトウ,テツヤ,1983年2月20日,2016年4月3日,458,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
8BSCS5G,松谷,真希,マツタニ,マキ,1991年6月15日,2018年10月15日,504,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
SDK30T0,木田,翔駒,キダ,ショウマ,1997年2月7日,2020年3月2日,294,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
1XMRV9G,田辺,嶺緒,タナベ,レオ,1994年1月30日,2018年9月9日,214,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
GPAKF0W,本田,芳樹,ルハウラ,ヌリ,1974年4月19日,2008年10月1日,360,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
SP8LU6N,佐々木,ゆきの,ササキ,ユキノ,1962年11月1日,1999年3月27日,391,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
IBG9IGY,佐伯,比奈,サエキ,ヒナ,1994年10月19日,2014年7月20日,8,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
DITDAD5,花咲,こころ,ハナサキ,ココロ,1970年8月28日,2005年8月19日,514,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
XQ5CCGM,木井,蘭,キイ,ラン,1970年5月5日,1992年1月7日,598,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
LQ7IBAI,織部,瑞稀,オリベ,ミズキ,1987年1月26日,2014年9月21日,540,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
GLTXG0M,野矢,守,ノヤ,マモル,1969年2月15日,2016年12月20日,9,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
L8D0VV5,田中,國吉,タナカ,クニヨシ,1989年2月8日,2014年2月6日,597,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
392AU8Q,中野,眞子,ナカノ,マコ,1973年6月10日,1993年9月16日,85,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
Q4MXK4O,高田,寿一,タカダ,トシカズ,2000年9月20日,2022年3月15日,530,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
XKL7BTL,津田,波,ツダ,ナミ,1977年7月3日,2005年7月5日,365,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
3JAB0HV,舘,小三郎,ヤカタ,コザブロウ,1962年10月14日,2010年8月14日,203,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
KUR5LY2,伊橋,翔太,イバシ,ショウタ,1960年6月27日,2010年4月8日,117,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
W58KZK6,吉田,龍樹,ヨシダ,タツキ,1981年5月24日,2003年6月20日,535,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
9BQ35ZC,川田,裕次郎,カワダ,ヤウジロウ,2000年7月13日,2022年11月15日,250,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
6RA6F7X,姫野,ゴンザレス,ヒメノ,ゴンザレス,1994年11月7日,2019年6月24日,201,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
59TQXQK,本村,健斗,モトムラ,ケント,1984年4月25日,2005年10月27日,371,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
VPDNYQU,石橋,塔矢,イシバシ,トウヤ,1999年12月7日,2020年1月10日,480,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
7OTDRM0,橋田,火張,ハシダ,ヒバリ,1974年2月18日,2009年5月4日,286,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
ALFHE0K,上岡,蛍,ウエオカ,ホタル,1988年1月8日,2009年8月2日,459,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
B6P466W,西中,隆盛,ニシナカ,タカモリ,1985年12月31日,2019年9月11日,94,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
GRS6203,中村,豊嗣,ナカムラ,トヨツグ,1997年7月23日,2016年9月5日,525,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
FIYEDT2,松野,隼人,マツノ,ハヤト,1976年5月16日,2006年7月16日,105,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
MA87OTS,佐中,宇利,サナカ,ウリ,1987年2月15日,2005年11月27日,259,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
GH1ZAYE,加藤,一木,カトウ,イチキ,1985年10月21日,2012年9月29日,540,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
VPR230M,竹中,正太,タケナカ,ショウタ,1972年6月2日,2015年8月14日,383,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
E7S0WJD,山藤,悠人,ヤマフジ,ユウト,1985年7月8日,2012年8月18日,68,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
D2VFWDH,土井,日向,ドイ,ヒナタ,1987年2月18日,2021年2月22日,114,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
YF93CLB,国木,元紀,クニキ,モトノリ,1985年11月18日,2012年7月5日,296,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
DFVF68M,石渡,真菜,イシワタリ,マナ,1995年6月11日,2017年9月27日,159,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
RQCP1WM,本郷時,芳樹,ホンゴウジ,ヨシキ,1978年6月7日,1998年12月12日,473,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
YM67V55,村松,剛,ムラマツ,ツヨシ,1997年2月14日,2023年2月5日,323,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
3BUP2HY,田木,花苗,タギ,カナエ,1996年12月24日,2023年6月7日,147,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
UTSROPS,中村,良樹,ナカムラ,ヨシキ,1974年3月6日,2008年7月10日,151,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
OVYIR33,山田,豪,ヤマダ,ゴウ,1978年7月15日,2018年12月17日,0,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
9PUCLQ7,岡本,良太,オカモト,リョウタ,1986年6月12日,2017年1月5日,136,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
YLROHHT,安藤,渡,アンドウ,ワタリ,1960年5月10日,2012年1月13日,414,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
U90T2UR,上橋,優吾,ウエハシ,ユウゴ,1965年7月15日,1996年8月27日,411,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
WZNH0W0,田中,克人,タナカ,カツト,1988年8月15日,2021年9月7日,198,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
LLZAE7T,裏畑,美香,ウラハタ,ミカ,1995年9月21日,2015年8月22日,391,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
0VQXL80,鮫島,健吾,サメジマ,ケンゴ,1995年8月15日,2023年3月12日,172,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
JALG6II,小倉,真央,オグラ,マオ,1974年1月31日,2012年3月4日,168,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
ICHQUHH,平井,弓子,ヒラバヤシ,ユミコ,1971年12月8日,1993年6月14日,486,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
8GG9W6P,原,朋史,ハラ,アキトシ,1980年9月14日,2014年10月30日,514,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
Z4MFC7P,丸山,夕,マルヤマ,ユウ,1988年5月27日,2014年4月20日,545,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
PO9M43S,上原,麻衣子,ウエハラ,マイコ,1994年7月13日,2014年6月23日,518,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
YLLWR9S,中野,晶,ナカノ,アキラ,1977年3月15日,2013年6月18日,325,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
07EYU9K,香川,裕太,カガワ,ユウタ,1963年10月24日,2021年9月15日,390,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
2QTRP8S,東,真由美,アズマ,マユミ,1976年6月21日,2016年12月31日,53,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
5DDJ2KG,雨宮,利明,アマミヤ,トシアキ,1973年3月19日,2009年1月16日,169,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
QV0E4FG,増田,智美,マスダ,トモミ,1981年4月28日,2014年8月24日,348,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
N8FAX08,西村,晋平,ニシムラ,シンペイ,1979年7月4日,2018年8月12日,374,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
D1AYDNW,平井,弓子,ヒライ,ユミコ,1981年4月16日,2012年8月2日,49,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
P3W866R,宮崎,俊樹,ミヤサキ,トシキ,1995年7月2日,2014年4月3日,570,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
W7SMFMG,野中,祐実,ノナカ,ユミ,1985年3月9日,2012年12月30日,471,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
894EKJS,増田,邦彦,マスダ,クニヒコ,1962年12月6日,2001年2月15日,160,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
OZGNXNA,福田,友美,フクダ,トモミ,1976年1月7日,2008年5月12日,86,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
QC8JQ1X,星,洋子,ホシ,ヨウコ,1979年4月8日,1999年1月16日,179,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
KP1CI80,宇都宮,吉信,ウツミヤ,ヨシノブ,1982年4月19日,2002年7月20日,316,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
M0HIA9S,永井,綾子,ナガイ,アヤコ,1981年7月24日,2010年7月23日,498,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
9OZXTN6,湯浅,一久,ユアサ,カズヒサ,1978年10月14日,2000年3月8日,302,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
A1LLE3K,野田,英明,ノダ,ヒデアキ,1990年3月27日,2010年4月18日,581,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
9G1JNXV,清原,梢,キヨハラ,コズエ,1967年1月11日,2017年6月28日,484,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
WADNQUB,本田,彩乃,モトダ,アヤノ,1984年2月20日,2012年5月8日,592,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
GRGEEPC,金川,智久,カナガワ,トモヒサ,1976年6月26日,2009年12月24日,526,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
UB4IK2M,田中,智紀,タナカ,トモキ,1975年9月25日,2022年7月26日,55,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
